Crime,Date,Address,Lat,Long,Link
Arrest,10/19/16. ,00 BLOCK OF EDWARDS AV SAN JOSE,37.3211469,-121.8801994,https://spotcrime.com/mobile/crime/?83726579-7c71b64d63a352bb2a734788894b3bfb
Theft,10/19/16. ,500 BLOCK OF S 10TH ST SAN JOSE,37.332514,-121.874507,https://spotcrime.com/mobile/crime/?83726568-c654a5ce933d334c28f8a401220d4ccd
Theft,10/19/16. ,00 BLOCK OF SILVER CREEK RD SAN JOSE,37.2819497,-121.766432,https://spotcrime.com/mobile/crime/?83726566-e4e6c65c2654ba728005953719514151
Assault,10/19/16. ,5100 BLOCK OF EDENVIEW DR SAN JOSE,37.2630289,-121.8127706,https://spotcrime.com/mobile/crime/?83726435-29d334c6accb3baac79d1593b1b4f43f
Theft,10/19/16. ,500 BLOCK OF CHERRY AV SAN JOSE,37.3110151,-121.9109017,https://spotcrime.com/mobile/crime/?83726433-50f1e903f046bef6915c9583729febfe
Assault,10/19/16. ,00 BLOCK OF QUIMBY RD SAN JOSE,37.3253157,-121.77684,https://spotcrime.com/mobile/crime/?83726212-7be2d5cb1131224f0c1ca851a53a1c5b
Theft,10/19/16. ,300 BLOCK OF ALMADEN EX SAN JOSE,37.2554705,-121.8757261,https://spotcrime.com/mobile/crime/?83726210-886cfdc4110588d9c015017367bfcd5b
Theft,10/19/16. ,5100 BLOCK OF EDENVIEW DR SAN JOSE,37.2630289,-121.8127706,https://spotcrime.com/mobile/crime/?83726021-cc3d0b3474fb94ab5eb96112d12c6333
Burglary,10/19/16. ,200 BLOCK OF BRITT WY SAN JOSE,37.3271194,-121.8039879,https://spotcrime.com/mobile/crime/?83726019-6dc170a46b1d3deed99e4a33f6112dae
Assault,10/19/16. ,13500 BLOCK OF HIGHWOOD DR SAN JOSE,37.355986,-121.828768,https://spotcrime.com/mobile/crime/?83726015-fa6515279e1918ae74309ef8c5b72ec7
Theft,10/19/16. ,4400 BLOCK OF PARK SOMMERS WY SAN JOSE,37.2700841,-121.8312041,https://spotcrime.com/mobile/crime/?83725797-cdb2320ed75fd75f15f854295b18a380
Theft,10/19/16. ,5200 BLOCK OF VERA LN SAN JOSE,37.2620601,-121.8106131,https://spotcrime.com/mobile/crime/?83725727-c403da443526436a3e4ea3a32f4bfac0
Theft,10/19/16. ,3400 BLOCK OF CEDARDALE DR SAN JOSE,37.3346452,-121.7809037,https://spotcrime.com/mobile/crime/?83725725-6d3cf05d4f78366f3a5ec038e48fc39f
Theft,10/19/16. ,00 BLOCK OF ROUNDTABLE DR SAN JOSE,37.2608202,-121.8067698,https://spotcrime.com/mobile/crime/?83725723-28252de473f2ac467706bf02cd787999
Assault,10/19/16. ,00 BLOCK OF E SANTA CLARA ST SAN JOSE,37.3366583,-121.889539,https://spotcrime.com/mobile/crime/?83725721-c3b26f86c52775b8f72b823b0acbe097
Theft,10/19/16. ,CHESBRO AV & CALERO AV SAN JOSE,37.2428445,-121.8441154,https://spotcrime.com/mobile/crime/?83725720-0abe0cc6561c94dcf01346793f553c61
Vandalism,10/19/16. ,00 BLOCK OF S JACKSON AV SAN JOSE,37.3578143,-121.8428026,https://spotcrime.com/mobile/crime/?83725718-bc4115b488e5ed55265c464ae0cf80a5
Theft,10/19/16. ,1800 BLOCK OF DONNA LN SAN JOSE,37.2612052,-121.9186324,https://spotcrime.com/mobile/crime/?83725715-87649f02e74654e7c67aeca45eb607fc
Arrest,10/19/16. ,200 BLOCK OF W MISSION ST SAN JOSE,37.3484317,-121.905877,https://spotcrime.com/mobile/crime/?83725712-2fef97f113654b8b5ac69af28cb27c04
Theft,10/19/16. ,2200 BLOCK OF RUBY AV SAN JOSE,37.3450833,-121.790011,https://spotcrime.com/mobile/crime/?83725706-44ef38ac7ae834968b7f373b8bfb3db3
Burglary,10/19/16. ,200 BLOCK OF STEVENS CREEK BL SAN JOSE,37.3231553,-121.9673335,https://spotcrime.com/mobile/crime/?83725704-2fa22273f5c7c0f65212a327fc77f589
Theft,10/19/16. ,200 BLOCK OF LEWIS RD SAN JOSE,37.2933739,-121.8435606,https://spotcrime.com/mobile/crime/?83725702-e46d513f9c75c314eba4482f05bda2d4
Shooting,10/19/16. ,RAVENS PLACE WY & DEANS PLACE WY SAN JOSE,37.2979287,-121.8092013,https://spotcrime.com/mobile/crime/?83725700-c5188ec72153d6a0ff63fd71a75cf4d1
Vandalism,10/19/16. ,100 BLOCK OF S JACKSON AV SAN JOSE,37.3561795,-121.8411374,https://spotcrime.com/mobile/crime/?83725670-2dadfde900be62a3245332f26334bfe4
Assault,10/19/16. ,00 BLOCK OF HOSPITAL PY SAN JOSE,37.2394653,-121.8021298,https://spotcrime.com/mobile/crime/?83725667-dd3d5c77c44e163dc9da85e65067c676
Assault,10/19/16. ,TULLY RD & MCLAUGHLIN AV SAN JOSE,37.3151038,-121.8364555,https://spotcrime.com/mobile/crime/?83725665-27e6bdbe20b07a5306c92dbf44cf9093
Arrest,10/19/16. ,LINCOLN AV & LONUS ST SAN JOSE,37.3148724,-121.9059799,https://spotcrime.com/mobile/crime/?83725646-23e57bed6b3fde27fc6eb54d1c1c6e34
Shooting,10/19/16. ,2900 BLOCK OF TUERS RD SAN JOSE,37.3029096,-121.8279312,https://spotcrime.com/mobile/crime/?83725588-45150f830b5b320312e68e242bea82b4
Theft,10/19/16. ,2200 BLOCK OF GALVESTON AV SAN JOSE,37.3118289,-121.8426257,https://spotcrime.com/mobile/crime/?83725563-114e1319f25357b2675e60b7cb632379
Vandalism,10/19/16. ,700 BLOCK OF STORY RD SAN JOSE,37.328726,-121.8576083,https://spotcrime.com/mobile/crime/?83725562-be66c27114d9b724cdc918717b560d8e
Theft,10/19/16. ,1700 BLOCK OF PARKVIEW GREEN CL SAN JOSE,37.3790411,-121.8828659,https://spotcrime.com/mobile/crime/?83725556-b5775e7d78203386c9de624421dd6c7b
Theft,10/19/16. ,100 BLOCK OF SUTTER ST SAN JOSE,37.3219551,-121.8830946,https://spotcrime.com/mobile/crime/?83725555-40527b0ba615e94a69f0d6f8c7576b63
Theft,10/19/16. ,700 BLOCK OF SINGLETON RD SAN JOSE,37.293565,-121.8261032,https://spotcrime.com/mobile/crime/?83725539-be61835e27d453ea77f63873278960ee
Shooting,10/19/16. ,YAKIMA CL & SHADOWFAX DR SAN JOSE,37.3028904,-121.8212928,https://spotcrime.com/mobile/crime/?83725537-d7699171033b806c2235acbb13cfb819
Theft,10/19/16. ,1700 BLOCK OF DONNA LN SAN JOSE,37.263189,-121.9141746,https://spotcrime.com/mobile/crime/?83725536-111606333053f3791c64880d383555f5
Arrest,10/19/16. ,00 BLOCK OF W MISSION ST SAN JOSE,37.3508859,-121.9021298,https://spotcrime.com/mobile/crime/?83725500-b82a90552b2618b591dd9e47bac3eb22
Theft,10/19/16. ,5500 BLOCK OF JUDITH ST SAN JOSE,37.2527203,-121.8258395,https://spotcrime.com/mobile/crime/?83725497-d1a58439674942e55518c6337fe4ecda
Theft,10/20/16. ,300 BLOCK OF E REED ST SAN JOSE,37.3305951,-121.8763548,https://spotcrime.com/mobile/crime/?83754065-b7f0799a3b2f967879b29850a3d368d0
Burglary,10/20/16. ,00 BLOCK OF S 19TH ST SAN JOSE,37.3435754,-121.8713573,https://spotcrime.com/mobile/crime/?83754063-f5f17335468ce865cad1f3cafd460961
Theft,10/20/16. ,00 BLOCK OF S 2ND ST SAN JOSE,37.3357238,-121.8887545,https://spotcrime.com/mobile/crime/?83754061-7a1b62853999fbb022c8e02dc7b89fef
Theft,10/20/16. ,100 BLOCK OF STORY RD SAN JOSE,37.3460817,-121.8341258,https://spotcrime.com/mobile/crime/?83754059-d0ed25e56b1bf405c1af1981536391bc
Theft,10/20/16. ,100 BLOCK OF PAULA ST SAN JOSE,37.3141635,-121.9084902,https://spotcrime.com/mobile/crime/?83754057-073a2db21c45b09cadfc6b0297c81d2d
Theft,10/20/16. ,200 BLOCK OF FONTAINE RD SAN JOSE,37.3034722,-121.8564724,https://spotcrime.com/mobile/crime/?83754056-8b4ae9cd2489d4de193a9c6c7e74c4f2
Arrest,10/20/16. ,100 BLOCK OF OCALA AV SAN JOSE,37.3387913,-121.8232923,https://spotcrime.com/mobile/crime/?83754052-9c63c397d59f094d969083c51494a2ba
Robbery,10/20/16. ,E ST JAMES ST & N 3RD ST SAN JOSE,37.340111,-121.8906594,https://spotcrime.com/mobile/crime/?83754046-e23963d9ad463aa57eb3639a9e8129c1
Theft,10/20/16. ,500 BLOCK OF S 4TH ST SAN JOSE,37.3294246,-121.8809387,https://spotcrime.com/mobile/crime/?83754031-fd214b7ea986c3e518e378eefe8c368e
Arrest,10/20/16. ,TULLY RD & SENTER RD SAN JOSE,37.3078513,-121.847683,https://spotcrime.com/mobile/crime/?83754030-39a0864a450fa491c8d0dc398da53dce
Assault,10/20/16. ,E SANTA CLARA ST & N 1ST ST SAN JOSE,37.3361554,-121.8906261,https://spotcrime.com/mobile/crime/?83754027-17b73a32a6343875a60258c28ba7b853
Theft,10/20/16. ,100 BLOCK OF BERING DR SAN JOSE,37.3767057,-121.9168386,https://spotcrime.com/mobile/crime/?83754025-82eb098c7331532d07f724bd691bcebd
Burglary,10/20/16. ,1700 BLOCK OF MONROVIA DR SAN JOSE,37.3132828,-121.8152131,https://spotcrime.com/mobile/crime/?83753971-1fbc9242a0777910bec29d2a1f2c9760
Assault,10/20/16. ,200 BLOCK OF SURREY PL SAN JOSE,37.3852304,-122.1197556,https://spotcrime.com/mobile/crime/?83753940-aa2cf67a9ebd84c922c91419f59a5460
Vandalism,10/20/16. ,2100 BLOCK OF CANOAS GARDEN AV SAN JOSE,37.2959801,-121.8776129,https://spotcrime.com/mobile/crime/?83753910-d3e5641ec30fdc5070c357b05ae6f356
Assault,10/20/16. ,2400 BLOCK OF SAMARITAN DR SAN JOSE,37.2507925,-121.9479832,https://spotcrime.com/mobile/crime/?83753902-f44f40e7d0d776d7990fabfd0a846d46
Burglary,10/20/16. ,4100 BLOCK OF SAN RAMON WY SAN JOSE,37.2798749,-121.8270185,https://spotcrime.com/mobile/crime/?83753899-eba0f69670b5fb55202ff8497f887f62
Arrest,10/20/16. ,2100 BLOCK OF CANOAS GARDEN AV SAN JOSE,37.2959801,-121.8776129,https://spotcrime.com/mobile/crime/?83753895-90c4b71dc06caea19722caaa729e7251
Theft,10/20/16. ,100 BLOCK OF ALMADEN EX SAN JOSE,37.2554705,-121.8757261,https://spotcrime.com/mobile/crime/?83753893-a821ed73d1657485fadd9b74cdafff69
Theft,10/20/16. ,1300 BLOCK OF ARBOR PARK DR SAN JOSE,37.3051325,-121.9175165,https://spotcrime.com/mobile/crime/?83753856-6dedda12863d5e3646ecf013f7e611e3
Theft,10/20/16. ,00 BLOCK OF SARATOGA AV SAN JOSE,37.3237817,-121.9695454,https://spotcrime.com/mobile/crime/?83753850-760430500a021df6b1a0d2571b6e7c72
Theft,10/20/16. ,1600 BLOCK OF BOWLING GREEN DR SAN JOSE,37.3172288,-121.8231046,https://spotcrime.com/mobile/crime/?83753849-4536656283d0a7cb6723282adafa9934
Theft,10/20/16. ,300 BLOCK OF SENTER RD SAN JOSE,37.277702,-121.825383,https://spotcrime.com/mobile/crime/?83753847-85345b5a17e27331adf2baece89d9f33
Theft,10/20/16. ,600 BLOCK OF UNDAJON DR SAN JOSE,37.368504,-121.862113,https://spotcrime.com/mobile/crime/?83753806-8c6ea81e87c46029e0e2895dff6f0569
Theft,10/20/16. ,S CAPITOL AV & WILBUR AV SAN JOSE,37.3579855,-121.831845,https://spotcrime.com/mobile/crime/?83753728-ecbfde40325b2c638966a2e1233b7514
Theft,10/20/16. ,MCKEE RD & JOSE FIGUERES AV SAN JOSE,37.3634979,-121.8528766,https://spotcrime.com/mobile/crime/?83753724-5c01d164c89d7cefc53d08d73f610683
Theft,10/20/16. ,2200 BLOCK OF MCKEE RD SAN JOSE,37.3645877,-121.8509715,https://spotcrime.com/mobile/crime/?83753701-e4b3bf5b4ca2f7f7982cc716c8f54357
Robbery,10/20/16. ,ABORN RD & TOWERS LN SAN JOSE,37.308661,-121.815751,https://spotcrime.com/mobile/crime/?83753679-1879684d03e7a50a6259b607e066316d
Arrest,10/20/16. ,00 BLOCK OF SANDS DR SAN JOSE,37.2882535,-121.8736314,https://spotcrime.com/mobile/crime/?83753641-4c78391b85f73cb455cad2d4bca1399c
Assault,10/20/16. ,N 11TH ST & E SANTA CLARA ST SAN JOSE,37.3411851,-121.880001,https://spotcrime.com/mobile/crime/?83753618-df7169ef1f3c005d3ca717c09f17a038
Theft,10/20/16. ,900 BLOCK OF S DE ANZA BL SAN JOSE,37.3118555,-122.032146,https://spotcrime.com/mobile/crime/?83753617-14bc4509a1b25cefe357c128b5599593
Burglary,10/20/16. ,1700 BLOCK OF BIRCH LAKE CT SAN JOSE,37.3845779,-121.8925931,https://spotcrime.com/mobile/crime/?83753616-9114a72c9184417a389cf872fce87c29
Arrest,10/20/16. ,1300 BLOCK OF LAKESHORE CL SAN JOSE,37.3846815,-121.8922255,https://spotcrime.com/mobile/crime/?83753614-99c2724bb910aa093342a365e15dfdd9
Theft,10/20/16. ,5400 BLOCK OF THORNWOOD DR SAN JOSE,37.2533151,-121.8594444,https://spotcrime.com/mobile/crime/?83753608-a6f9d7d2bf21136306b536b97173eac5
Theft,10/20/16. ,200 BLOCK OF EASTRIDGE LP SAN JOSE,37.3252247,-121.8185371,https://spotcrime.com/mobile/crime/?83753601-2d58fdf8f98908a2122613a6725ea3a4
Assault,10/20/16. ,00 BLOCK OF THE ALAMEDA SAN JOSE,37.3369328,-121.9184028,https://spotcrime.com/mobile/crime/?83753600-7a0d26cbacb33ef83314d0750f3aca2b
Arrest,10/20/16. ,1200 BLOCK OF SHORTRIDGE AV SAN JOSE,37.3470666,-121.8652251,https://spotcrime.com/mobile/crime/?83753596-17852a102a593a9473995b5f47ff1865
Assault,10/20/16. ,200 BLOCK OF N JACKSON AV SAN JOSE,37.364233,-121.8490467,https://spotcrime.com/mobile/crime/?83753592-350ba441327e5790156493caa2459c63
Assault,10/20/16. ,1100 BLOCK OF HILLSDALE AV SAN JOSE,37.2744615,-121.8801717,https://spotcrime.com/mobile/crime/?83753590-0079b2a4f1079e59a2b27148481e0661
Arrest,10/20/16. ,1500 BLOCK OF MERIDIAN AV SAN JOSE,37.2961787,-121.9124049,https://spotcrime.com/mobile/crime/?83753588-c518e53bdf9e341c6caa3761d93cf9f3
Theft,10/20/16. ,00 BLOCK OF GATEWAY PL SAN JOSE,37.3710514,-121.9236487,https://spotcrime.com/mobile/crime/?83753574-49b0c2b253e13a7b27a88b594574a22e
Theft,10/20/16. ,200 BLOCK OF PAULINE DR SAN JOSE,37.2772405,-121.92956,https://spotcrime.com/mobile/crime/?83753573-64e1491a504483e25131a5a44a9f2da6
Assault,10/20/16. ,600 BLOCK OF N 4TH ST SAN JOSE,37.3496766,-121.8962254,https://spotcrime.com/mobile/crime/?83753572-0e5fff8d443d67a83b99508de74a50c7
Theft,10/20/16. ,DIXIE DR & BLUEBELL AV SAN JOSE,37.3214998,-121.8287357,https://spotcrime.com/mobile/crime/?83753569-ffb0b0c3d1a2e5655ab35db67b9eb97a
Theft,10/20/16. ,2700 BLOCK OF BRISTOL DR SAN JOSE,37.347714,-121.8230161,https://spotcrime.com/mobile/crime/?83753567-4ee9e33a25b865ec4b70f830aaab5b49
Burglary,10/20/16. ,6200 BLOCK OF HOKETT WY SAN JOSE,37.232479,-121.8399026,https://spotcrime.com/mobile/crime/?83753566-4bc2965cc98166d20364bf0f6175c3cc
Theft,10/20/16. ,1200 BLOCK OF MAGNOLIA AV SAN JOSE,37.3324592,-121.9175484,https://spotcrime.com/mobile/crime/?83753565-c8c0bd88cd9a378371cf3d5fdef7c3e4
Burglary,10/20/16. ,100 BLOCK OF MANTON DR SAN JOSE,37.250402,-121.810946,https://spotcrime.com/mobile/crime/?83753563-dbbca8a2240c7d4bb42393d3b2230e76
Shooting,10/20/16. ,100 BLOCK OF S 1ST ST SAN JOSE,37.3336372,-121.8879501,https://spotcrime.com/mobile/crime/?83753537-5404035d2cc903312026290d288a80aa
Burglary,10/20/16. ,3900 BLOCK OF VISTAPARK DR SAN JOSE,37.2738255,-121.8497316,https://spotcrime.com/mobile/crime/?83753535-b32bd5ec5cc87c23a6277209461893fd
Robbery,10/20/16. ,SENTER RD & HELLYER AV SAN JOSE,37.284463,-121.8249787,https://spotcrime.com/mobile/crime/?83753484-c838700a0b9250a10f4ad8a7abf57a9e
Theft,10/20/16. ,700 BLOCK OF ROSENCRANS WY SAN JOSE,37.22336,-121.7723915,https://spotcrime.com/mobile/crime/?83753463-7dd41627e578617a0ddfee8987f06c66
Burglary,10/20/16. ,4900 BLOCK OF HARMONY WY SAN JOSE,37.2857922,-121.9883898,https://spotcrime.com/mobile/crime/?83753462-b27b00027bbb1ddd987a0a5783f391fc
Burglary,10/20/16. ,3400 BLOCK OF SAGEWOOD LN SAN JOSE,37.4144895,-121.8608011,https://spotcrime.com/mobile/crime/?83753461-fb1e2f49991240a052c66c291b4036a6
Theft,10/20/16. ,600 BLOCK OF DADIS WY SAN JOSE,37.299661,-121.8377259,https://spotcrime.com/mobile/crime/?83753458-2050b35e6119cfab593af2e2951a8ca2
Vandalism,10/20/16. ,500 BLOCK OF LITTLE AV SAN JOSE,37.2417625,-121.7893286,https://spotcrime.com/mobile/crime/?83753454-a53eca7b2ca69ce737e3f347113571b2
Burglary,10/20/16. ,300 BLOCK OF W ST JOHN ST SAN JOSE,37.3347724,-121.8990071,https://spotcrime.com/mobile/crime/?83753424-a56f1d2f423ee94cfdb9b08fe8287986
Arrest,10/20/16. ,TIMBERLOOP DR & SANDPEBBLE DR SAN JOSE,37.2762632,-121.8564847,https://spotcrime.com/mobile/crime/?83753392-49508b83a98b84738cff9cfea9f4a402
Theft,10/20/16. ,200 BLOCK OF DEL LOMA DR SAN JOSE,37.3212749,-121.9920535,https://spotcrime.com/mobile/crime/?83753389-1542bbf5e92753d04e82087e9b63bb59
Assault,10/20/16. ,900 BLOCK OF LEO DR SAN JOSE,37.3103074,-121.9807881,https://spotcrime.com/mobile/crime/?83753342-efe8d209bb16873aaa505dd7154c3810
Arrest,10/20/16. ,1600 BLOCK OF MONTELLANO CT SAN JOSE,37.2233941,-121.9006482,https://spotcrime.com/mobile/crime/?83753334-d65159e4caebf81a92cab95a618861c9
Arrest,10/20/16. ,00 BLOCK OF SOUTHSIDE DR SAN JOSE,37.2880006,-121.8444589,https://spotcrime.com/mobile/crime/?83753333-4b459acefec193e2d5762ac45e3e7139
Theft,10/20/16. ,2800 BLOCK OF STEVENS CREEK BL SAN JOSE,37.3229724,-121.9440705,https://spotcrime.com/mobile/crime/?83753330-d90fda5cb4ccf8599ed81dbad1bcbcb7
Assault,10/20/16. ,00 BLOCK OF N WHITE RD SAN JOSE,37.3672726,-121.829312,https://spotcrime.com/mobile/crime/?83753329-2887b4388d4710a45bd11b92f67a6cd3
Theft,10/20/16. ,300 BLOCK OF TRADEWINDS DR SAN JOSE,37.253738,-121.8229204,https://spotcrime.com/mobile/crime/?83753327-adade2f551bc10d5bc5c95e88463f924
Arrest,10/20/16. ,100 BLOCK OF E SANTA CLARA ST SAN JOSE,37.3374022,-121.8873967,https://spotcrime.com/mobile/crime/?83753315-44f4613b291323f342024cce39943d98
Theft,10/20/16. ,2800 BLOCK OF STORY RD SAN JOSE,37.3533996,-121.8231876,https://spotcrime.com/mobile/crime/?83753312-8d25b56d187c600708fa7bff37e26030
Theft,10/20/16. ,1800 BLOCK OF VICTORIA LD SAN JOSE,37.4018946,-121.8812094,https://spotcrime.com/mobile/crime/?83753308-584ed75abaebff61ce4eb3bc4d38224b
Burglary,10/20/16. ,2100 BLOCK OF LANAI AV SAN JOSE,37.3250336,-121.8332891,https://spotcrime.com/mobile/crime/?83753282-26020294da503441c22d057722228d93
Theft,10/20/16. ,00 BLOCK OF KAMMERER AV SAN JOSE,37.3507523,-121.8443625,https://spotcrime.com/mobile/crime/?83753281-d67c82914824b5c100c6d0cdea959390
Theft,10/20/16. ,900 BLOCK OF DEL MAR AV SAN JOSE,37.3089135,-121.9306059,https://spotcrime.com/mobile/crime/?83753250-6e80269120394c310ea41828e91f526f
Burglary,10/20/16. ,400 BLOCK OF LEWIS RD SAN JOSE,37.29581,-121.839813,https://spotcrime.com/mobile/crime/?83753248-aa7ee79286cc7bc92aa71b6f3232fe0c
Arrest,10/20/16. ,200 BLOCK OF SUNOL ST SAN JOSE,37.325221,-121.905754,https://spotcrime.com/mobile/crime/?83753247-2be0f1c380d2efff94549c38ef44f4a5
Theft,10/20/16. ,2100 BLOCK OF GOLD ST SAN JOSE,37.4196741,-121.974201,https://spotcrime.com/mobile/crime/?83753158-eb74b01d877df8115342c07c59fcea9d
Burglary,10/20/16. ,600 BLOCK OF MONTEREY RD SAN JOSE,37.1993463,-121.7215385,https://spotcrime.com/mobile/crime/?83753155-54bf9e2dcc0581a54fa8d5e4d02a9fff
Assault,10/20/16. ,1900 BLOCK OF TRADAN DR SAN JOSE,37.40076,-121.883915,https://spotcrime.com/mobile/crime/?83753154-1b55d2f3795f85c56ab7a680616f17f0
Theft,10/20/16. ,200 BLOCK OF STORY RD SAN JOSE,37.3460817,-121.8341258,https://spotcrime.com/mobile/crime/?83753144-879befa6c583ba8c17ca4e21c69ee446
Vandalism,10/20/16. ,DOBERN AV & S JACKSON AV SAN JOSE,37.3521105,-121.8374431,https://spotcrime.com/mobile/crime/?83753024-ace7e620c32f113e051084ae87bb24bd
Theft,10/20/16. ,500 BLOCK OF SILVER LEAF RD SAN JOSE,37.2492953,-121.7852776,https://spotcrime.com/mobile/crime/?83752966-1bfcdffa93d1263293cb9edb2b192eff
Assault,10/20/16. ,900 BLOCK OF FRUITDALE PL SAN JOSE,37.3116182,-121.9096042,https://spotcrime.com/mobile/crime/?83752959-f531a76b5098f783773b2a1951c6aac7
Burglary,10/20/16. ,4400 BLOCK OF CAMDEN AV SAN JOSE,37.2543523,-121.9138149,https://spotcrime.com/mobile/crime/?83752957-4ef7ccc390e3269d3f0072f3ace02b5d
Theft,10/20/16. ,1900 BLOCK OF VOLLMER WY SAN JOSE,37.3478511,-121.8453681,https://spotcrime.com/mobile/crime/?83752954-85e520de3b810d2b52811d93b6f49ac4
Assault,10/20/16. ,00 BLOCK OF N 2ND ST SAN JOSE,37.3374289,-121.8900297,https://spotcrime.com/mobile/crime/?83752948-a81f393ae36c19d144410a1bf1aa4ed4
Vandalism,10/20/16. ,500 BLOCK OF GERINE BLOSSOM DR SAN JOSE,37.2577527,-121.811939,https://spotcrime.com/mobile/crime/?83752724-b614702ba8e420dee97c892e392c10e1
Burglary,10/20/16. ,00 BLOCK OF UMBARGER RD SAN JOSE,37.2949399,-121.8509151,https://spotcrime.com/mobile/crime/?83752640-8a01c6079b39b9a26fcae5ef74df738a
Assault,10/20/16. ,00 BLOCK OF MITTY WY SAN JOSE,37.3158284,-121.9940951,https://spotcrime.com/mobile/crime/?83752539-ea0ba955167a923425ea5ee9cc195b71
Vandalism,10/20/16. ,700 BLOCK OF FARM DR SAN JOSE,37.2796101,-121.8689467,https://spotcrime.com/mobile/crime/?83752427-1d463f2353fa708cb6fe4bd045622e6f
Assault,10/20/16. ,5100 BLOCK OF STEVENS CREEK BL SAN JOSE,37.3229578,-121.9941565,https://spotcrime.com/mobile/crime/?83752420-f63ad17f22af20a442b565b288379d48
Theft,10/20/16. ,100 BLOCK OF BIRD AV SAN JOSE,37.3099999,-121.8944406,https://spotcrime.com/mobile/crime/?83752336-03bac9e5c56b2612286112dbdb117293
Vandalism,10/20/16. ,00 BLOCK OF N 1ST ST SAN JOSE,37.3370419,-121.8909547,https://spotcrime.com/mobile/crime/?83752326-8d96fa1d8969776df0116aa27b57e1af
Theft,10/20/16. ,200 BLOCK OF TULLY RD SAN JOSE,37.3034722,-121.8564724,https://spotcrime.com/mobile/crime/?83752266-53865de32140bebb4766efe76488ed36
Burglary,10/20/16. ,00 BLOCK OF S 3RD ST SAN JOSE,37.3362771,-121.8878049,https://spotcrime.com/mobile/crime/?83752264-080a584886dd68ba626b2983cd578269
Arrest,10/20/16. ,N 1ST ST & E SANTA CLARA ST SAN JOSE,37.3361554,-121.8906261,https://spotcrime.com/mobile/crime/?83752253-ccd0eddf6305060bdbcdc5c1537d2a93
Theft,10/20/16. ,00 BLOCK OF PALM ST SAN JOSE,37.1829321,-121.7072895,https://spotcrime.com/mobile/crime/?83752177-3727009f9a10303c1fb4b938ab832cef
Theft,10/20/16. ,00 BLOCK OF PASEO ESTERO DR SAN JOSE,37.3164156,-121.8453668,https://spotcrime.com/mobile/crime/?83752172-cbc1c8f6aebc9b84aa9b2c12a5bd8722
Burglary,10/20/16. ,00 BLOCK OF S 1ST ST SAN JOSE,37.335269,-121.8899218,https://spotcrime.com/mobile/crime/?83752126-33c4e2c948a71408ca24242e0b0c5087
Assault,10/20/16. ,S 2ND ST & E VIRGINIA ST SAN JOSE,37.3245679,-121.880517,https://spotcrime.com/mobile/crime/?83752119-d3034d749fb728c5c69fdc3634bb33a1
Robbery,10/20/16. ,1700 BLOCK OF EAGLEHURST DR SAN JOSE,37.3012272,-121.8043087,https://spotcrime.com/mobile/crime/?83752109-82aa14d879c14690f1e83ab77cd5368b
Assault,10/20/16. ,1800 BLOCK OF CUNNINGHAM AV SAN JOSE,37.329694,-121.8296466,https://spotcrime.com/mobile/crime/?83752103-259eaa644b74802e720d4f09eae7eb8a
Theft,10/20/16. ,100 BLOCK OF BERNAL RD SAN JOSE,37.2289947,-121.7732262,https://spotcrime.com/mobile/crime/?83752077-a6f36ab0872a3663bccb6c27363c915e
Theft,10/20/16. ,00 BLOCK OF N JACKSON AV SAN JOSE,37.359829,-121.8448297,https://spotcrime.com/mobile/crime/?83752071-d064a52bd54168ec3d582127c8a763c1
Theft,10/20/16. ,3400 BLOCK OF TUERS RD SAN JOSE,37.2969674,-121.8209787,https://spotcrime.com/mobile/crime/?83752067-2cee1b650300cf57d5c1ad5df4099b8c
Theft,10/20/16. ,1200 BLOCK OF LYNHURST WY SAN JOSE,37.2648661,-121.8823005,https://spotcrime.com/mobile/crime/?83752056-678f4ac6596755e4ec467eb0c26db68d
Burglary,10/20/16. ,1500 BLOCK OF ALTA GLEN DR SAN JOSE,37.2965341,-121.9120774,https://spotcrime.com/mobile/crime/?83752054-41132a32f7c21c18f37706e6aec7a256
Assault,10/20/16. ,200 BLOCK OF TULLY RD SAN JOSE,37.3034722,-121.8564724,https://spotcrime.com/mobile/crime/?83752052-488e02da16257ca921fbbdce5f63f24d
Assault,10/20/16. ,E ST JAMES ST & N 5TH ST SAN JOSE,37.3411352,-121.8885007,https://spotcrime.com/mobile/crime/?83752049-b33cbf957ac49d6abc486fb14b7c4e50
Theft,10/20/16. ,00 BLOCK OF LEIGH AV SAN JOSE,37.2875914,-121.9225777,https://spotcrime.com/mobile/crime/?83752042-6e70f05ef74d750df0a6283214479fee
